Gattung,genre,Nummer,Project/Object_URI,Haltende_Einrichtung_1,Org_GND_1,OrgURI_1,Haltende_Einrichtung_2,Org_GND_2,OrgURI_2,Links,Signatur,Inventarnummer,id_type,id,Jahr,Jahr_1,Jahr_2,Jahr_3,Jahr_4,Jahr_5,Jahr_eindeutig,Date_Start_1,Date_End_1,Entstehungsdatum,Person_Name_1,Person_GND_1,Person_Rolle_1,Person_1_URI,crmP14CarriedOutBy_1,role_1,production1,activity1,Person_Name_2,Person_GND_2,Person_Rolle_2,Person_2_URI,crmPC14CarriedOutBy_2,role_2,production2,activity2,Person_Name_3,Person_GND_3,Person_Rolle_3,Person_3_URI,crmPC14CarriedOutBy_3,role_3,production3,activity3,Person_Name_4,Person_GND_4,Person_Rolle_4,Person_4_URI,crmPC14CarriedOutBy_4,role_4,production4,activity4,Titel,Ort_Name_1,Ort_Name_2,Getty_URI_2,Ort_Getty_ID,Getty_URI,Verlag,Beschreibung,Höhe,Breite,Tiefe,Format,Umfang,Technik_1,Technik_2,Material,Material_2,Material_3,Objekttyp,type,Schlagwörter_1,KeywordURI_8,KeywordURI_7,KeywordURI_6,KeywordURI_5,KeywordURI_4,KeywordURI_3,KeywordURI_2,KeywordURI_1,Schlagwörter_2,Schlagwörter_3,Schlagwörter_4,Schlagwörter_5,Schlagwörter_6,Schlagwörter_7,Schlagwörter_8,Provenienz_1,Provenienz_2,Provenienz_3,Note_to_Provenienz_3,Werktitel_7,Werktitel_6,Werktitel_5,Werktitel_4,Werktitel_3,Werktitel_2,Werktitel_1,Werktitel_GND_1,Werktitel_GND_2,Werktitel_GND_3,Werktitel_GND_4,Werktitel_GND_5,Werktitel_GND_6,Werktitel_GND_7,Beziehung_1,Beziehung_2,Beziehung_3,Beziehung_4,Beziehung_5,Beziehung_6,Beziehung_7,Beziehung_Objekt_1,Beziehung_Objekt_2,Beziehung_Objekt_3,Beziehung_Objekt_4,Beziehung_Objekt_5,Beziehung_Objekt_6,Beziehung_Objekt_7,Beziehung_Objekt_8,Beziehung_Objekt_9,Beziehung_Objekt_10,Beziehung_Objekt_11,Beziehung_Objekt_12,Objekt_Freitext_1,Objekt_Freitext_2,Objekt_Freitext_3,Objekt_Freitext_4,Objekt_Freitext_5,Objekt_Freitext_6,Objekt_Freitext_7,Objekt_Freitext_8,Objekt_Freitext_9,Objekt_Freitext_10,Objekt_Freitext_11,Objekt_Freitext_12,Titel_Sammlung_1,Sammlung,Titel_Sammlung_2,Sammlungsnormdatensatz_GND_1,Sammlung_GND,Sammlungsnormdatensatz_GND_2,Kommentar,Goethe_Ausgaben_1,Goethe_Ausgaben_2,Goethe_Ausgaben_3,Goethe_Ausgaben_4,Erwähnung_Brief_1,Erwähnung_Brief_2,Erwähnung_Brief_3,Erwähnung_Brief_4,Link_Brief_1,Link_Brief_2,Link_Brief_3,Erwähnung_Tagebuch_1,Erwähnung_Tagebuch_2,Erwähnung_Tagebuch_3,Erwähnung_Tagebuch_4,Erwähnung_Tagebuch_5,Erwähnung_Tagebuch_6,Erwähnung_Tagebuch_7,Erwähnung_Tagebuch_8,Erwähnung_Tagebuch_9,Erwähnung_Tagebuch_10,Tagebuch_11,Tagebuch_12,Link_Tagebuch,Literatur_Bezeichnung_1,Literatur_Bezeichnung_2,Literatur_Bezeichnung_3,Literatur_Bezeichnung_4,Literatur_Bezeichnung_5,Literatur_Link_K10plus
Objekt,object,Objekt17,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt17,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 183,Inventarnummer,GFz183,1810 oder 1818 oder 1821 oder 1824 oder 1825,1810,1818,1821,1824,1825,,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz183/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz183/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IIa [mit Tafelnummer]",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"28,0 cm","22,4 cm",,,,Aquatintaradierung,,"weiß, geripptes Papier",,,Grafik,graphic,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,ist Vorstudie für,,,,,,,basiert auf,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,,,,,,,Objekt08,Objekt07,Objekt13,Objekt14,Objekt15,Objekt16,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Abzug der Tafel IIa von derselben Kupferplatte wie Objekt14, jedoch mit Tafelnummer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt16,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt16,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 182,Inventarnummer,GFz182,1810 oder 1818 oder 1821 oder 1824 oder 1825,1810,1818,1821,1824,1825,,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz182/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz182/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IIa",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"27,7 cm","22,0 cm",,,,Aquatintaradierung,,"weißes, geripptes Papier",,,Grafik,graphic,Didaktischer Teil,,,,,,,/id/subject/PhysischeFarben,/id/subject/DidaktischerTeil,Physische Farben,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,ist Vorstudie für,,,,,,,basiert auf,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,,,,,,,Objekt08,Objekt13,Objekt14,Objekt15,Objekt17,Objekt07,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Abzug von derselben Kupferplatte wie Objekt14, jedoch mit Tafelnummer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt15,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt15,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 181,Inventarnummer,GFz181,1810 oder 1818 oder 1821 oder 1824 oder 1825,1810,1818,1821,1824,1825,,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz181/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz181/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IIa [mit Tafelnummer]",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"22,6 cm","20,2 cm",,,,Aquatintaradierung,,"weißes, geripptes Papier",,,Grafik,graphic,Didaktischer Teil,,,,,,/id/subject/Tafeln,/id/subject/PhysischeFarben,/id/subject/DidaktischerTeil,Physische Farben,Tafeln,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,ist Vorstudie für,,,,,,,basiert auf,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,,,,,,,Objekt08,Objekt07,Objekt13,Objekt14,Objekt16,Objekt17,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Abzug von derselben Kupferplatte wie Objekt14, jedoch mit Tafelnummer",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt14,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt14,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 180,Inventarnummer,GFz180,1806/10,1806/10,,,,,1806/10,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz180/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz180/production,,,,,,,,,,,,,,,,,,"'Zur Farbenlehre', Tafel IIa, Abzug ohne Tafelnummer",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"24,9 cm","20,2 cm",,,,Aquatintaradierung,,"starkes Papier, weiß, homogen",,,Grafik,graphic,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband",1214403506,,,,,,,ist Illustration zu,,,,,,,basiert auf,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,,,,,,,Objekt08,Objekt13,Objekt07,Objekt15,Objekt16,Objekt17,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Probeabzug von Tafel IIa, ohne Tafelnummer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Objekt,object,Objekt13,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-objekt13,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe-Nationalmuseum,2049358-7,d-nb.info/gnd/2049358-7,,,GFz 172,Inventarnummer,GFz172,1810,1810,,,,,1810,,,,"Goethe, Johann Wolfgang von",118540238,Künstler*in,d-nb.info/gnd/118540238,id/graphic/actor/gnd_118540238/Artist,artist,/id/graphic/GFz172/production,,"Müller, Johann Christian Ernst",117592579,Kupferstecher*in,d-nb.info/gnd/117592579,id/graphic/actor/gnd_117592579/Engraver,engraver,/id/graphic/GFz172/production,,,,,,,,,,,,,,,,,,"Zur Farbenlehre, Tafel IIa [Einzelabzug]",Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,"21,0 cm","17,8 cm",,,,Aquatintaradierung,,"starkes Papier, weiß, gerippt",,,Grafik,graphic,Physische Farben,,,,,,,,/id/subject/PhysischeFarben,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Tafelband, Tafel II a",1214403662,,,,,,,ist Vorstudie für,,,,,,,basiert auf,ist Version von,ist Version von,ist Version von,ist Version von,ist Version von,,,,,,,Objekt08,Objekt07,Objekt14,Objekt15,Objekt16,Objekt17,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Handschrift,manuscript,Handschrift28,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-handschrift28,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe- und Schiller-Archiv,2012525-2,d-nb.info/gnd/2012525-2,ores.klassik-stiftung.de/ords/f?p=402:2:::::P2_ID:13297,GSA 21/32,,Signatur,GSA2132,1810,1810,,,,,1810,,,06.10.10,"Goethe, Johann Wolfgang von",118540238,Autor*in,d-nb.info/gnd/118540238,id/letter/actor/gnd_118540238/Author,author,/id/letter/GSA2132/production,,"Riemer, Friedrich Wilhelm",116543671,Schreiber*in,d-nb.info/gnd/116543671,id/letter/actor/gnd_116543671/Writer,writer,/id/letter/GSA2132/production,,"Frommann, Carl Friedrich Ernst",118847635,Adressat*in,d-nb.info/gnd/118847635,id/letter/actor/gnd_118847635/Receiver,receiver,,/id/letter/GSA2132/activity,,,,,,,,,Brief an Carl Friedrich Ernst Frommann vom 6. Mai 1810,Jena,,,7005973,http://vocab.getty.edu/page/tgn/7005973,,,,,,,2 Blatt,Tinte auf Papier,,,,,Brief,letter,Werkgenese,,,,,,,,/id/subject/Werkgenese,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,"Zur Farbenlehre, Tafelband, Tafel X","Zur Farbenlehre, Tafelband, Tafel IX","Zur Farbenlehre, Tafelband",1214403506,1214403697,1214403700,,,,,hat Erwähnung,hat Erwähnung,hat Erwähnung,,,,,basiert auf,,,,,,,,,,,,,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,Goethe gibt Anweisungen zur Ausstattung des Tafelbandes. Er erwähnt die Notwendigkeit einer ausführlichen Erklärung speziell für Tafeln IX und X.,"WA IV, Bd. 51, S. 293-294",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buch,book,SekLit5,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-seklit5,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Herzogin Anna Amalia Bibliothek,5038969-5,d-nb.info/gnd/5038969-5,lhwei.gbv.de/DB=2/XMLPRS=N/PPN?PPN=537599150,"ZA 2006 (4,3,1810)",,Signatur,"ZA2006_4,3,1810",1810,1810,,,,,1810,,,,"Fries, Jakob Friedrich",11853601X,Autor*in,d-nb.info/gnd/11853601X,id/book/actor/gnd_11853601X/Author,author,"/id/book/ZA2006_4,3,1810/production",,"Goethe, Johann Wolfgang von",118540238,Erwähnte Person,d-nb.info/gnd/118540238,id/book/actor/gnd_118540238/Associated_person,associated_person,,,,,,,,,,,,,,,,,,,"[Rezension:] ""Zur Farbenlehre, von Göthe. Erster Band. Nebst einem Hefte mit 16 Kupfertafeln. [...] Zweyter Band. [...] Tübingen, in der J.G. Cottaschen Buchhandlung. [...]"" In: Heidelberger Jahrbücher der Literatur, Ant. Mathematik, Physik und Naturwissenschaften 3.7 (1810), S. 289-307.",Heidelberg,,,7005177,http://vocab.getty.edu/page/tgn/7005177,Mohr & Zimmer,"Erste Rezension von Goethes ""Zur Farbenlehre""",,,,,19 S.,Buchdruck,,,,,Buch,book,Didaktischer Teil,,,,/id/subject/Rezeption,/id/subject/IsaacNewton,/id/subject/HistorischerTeil,/id/subject/PolemischerTeil,/id/subject/DidaktischerTeil,Polemischer Teil,Historischer Teil,Isaac Newton,Rezeption,,,,,,,,,,,,,"Zur Farbenlehre, Tafelband","Zur Farbenlehre, Erster Band",1214403336,1214403506,,,,,,hat Erwähnung,hat Erwähnung,hat Erwähnung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Erste Rezension zu Goethes Farbenlehre überhaupt, insgesamt kritisch: zu weitläufige Darstellung, Vernachlässigung der Mathematik, schiefe Darstellung von Newtons Lehre.","FA I, Bd 23.2, S. 650-658",,,,,,,,,,,,,,,,,,,,,,,,"Steinle, Friedrich: Goethe und die Farbenforschung seiner Zeit. In: Dönike, Martin; Müller-Tamm, Jutta; Steinle, Friedrich (Hg.): Die Farben der Klassik. Wissenschaft - Ästhetik – Literatur. Göttingen: Wallstein, 2016, S. 255-289.",,,,,kxp.k10plus.de/DB=2.1/PPNSET?PPN=859573087
Handschrift,manuscript,Handschrift27,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-handschrift27,Goethe-Museum (Düsseldorf). Musikabteilung,2090758-8,d-nb.info/gnd/2090758-8,,,,ores.klassik-stiftung.de/ords/f?p=402:2:::::P2_ID:9203,NW 1636/1978,,Signatur,NW16361978,1809,1809,,,,,1809,,,04.11.09,"Goethe, Johann Wolfgang von",118540238,Autor*in,d-nb.info/gnd/118540238,id/letter/actor/gnd_118540238/Author,author,/id/letter/NW16361978/production,,"Riemer, Friedrich Wilhelm",116543671,Schreiber*in,d-nb.info/gnd/116543671,id/letter/actor/gnd_116543671/Writer,writer,/id/letter/NW16361978/production,,"Sartorius, Georg Friedrich",100405479,Adressat*in,d-nb.info/gnd/100405479,id/letter/actor/gnd_100405479/Receiver,receiver,,/id/letter/NW16361978/activity,,,,,,,,,Brief an Georg Sartorius vom 4. November 1809,Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,,,,,Umfang unbekannt,Tinte auf Papier,,,,,Brief,letter,Werkgenese,,,,,,,,/id/subject/Werkgenese,,,,,,,,,,,,,,,,,,"Zur Farbenlehre, Zweyter Band, Erster, historischer Theil. Materialien zur Geschichte der Farbenlehre",1214450431,,,,,,,hat Bezug zu,,,,,,,hat Beilage,,,,,,,,,,,,Buch19,,,,,,,,,,,,,,,,,,"Goethe sendet Edme Mariottes Werk ""Oeuvres"" an die Universitätbibliothek Götttingen zurück, das er dort ausgeliehen hatte; siehe auch Sartorius' Bref vom 30.06.1809","WA IV, Bd. 51, S. 263-264","LA II, Bd. 6, S. 384-385 (Teil)",,,,,,,,,,4. November 1809,,,,,,,,,,4. November 1809,4. November 1809,,"Matthaei, Ruprecht. ""Goethes Begegnung mit französischen Gelehrten bei seinen Studien zur Farbenlehre."" Goethe et l'esprit français: Actes du colloque international de Strasbourg, 23 - 27 avril 1957. Paris: Soc. d'Éd. Les Belles Lettres, 1958. S. 105-122.",,,,,kxp.k10plus.de/DB=2.1/PPNSET?PPN=021540462
Handschrift,manuscript,Handschrift26,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-handschrift26,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe- und Schiller-Archiv,2012525-2,d-nb.info/gnd/2012525-2,ores.klassik-stiftung.de/ords/f?p=402:2:::::P2_ID:6442,GSA 29/4,,Signatur,GSA294,1809,1809,,,,,1809,,,18.10.09,"Goethe, Johann Wolfgang von",118540238,Autor*in,d-nb.info/gnd/118540238,id/letter/actor/gnd_118540238/Author,author,/id/letter/GSA294/production,,"Riemer, Friedrich Wilhelm",116543671,Schreiber*in,d-nb.info/gnd/116543671,id/letter/actor/gnd_116543671/Writer,writer,/id/letter/GSA294/production,,"Runge, Philipp Otto",118604155,Adressat*in,d-nb.info/gnd/118604155,id/letter/actor/gnd_118604155/Receiver,receiver,,/id/letter/GSA294/activity,,,,,,,,,Brief an Philipp Otto Runge vom 18. Oktober 1809,Weimar,,,7012886,http://vocab.getty.edu/page/tgn/7012886,,,,,,,1 Blatt,Tinte auf Papier,,,,,Brief,letter,Kolorit,,,,,,,/id/subject/Malerei,/id/subject/Kolorit,Malerei,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre",1214404014,,,,,,,hat Bezug zu,,,,,,,hat Erwähnung,ist vorbereitend für,ist vorbereitend für,hat Bezug zu,,,,,,,,,Handschrift24,Buch04a,Buch04b,Handschrift25,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Rücksendung des Manuskripts von Runges ""Farbenkugel"" an den Autor, wie von Henrik Steffens erbeten (in seinem Brief vom September/Oktober 1809), Goethe betont die Übereinstimmung zwischen ihren Ansichten.","WA IV, Bd. 21, S. 118-119","LA II, Bd. 6, S. 382-383","FA II, Bd. 6, S. 503-504",,,,,,,,,17.10.1809,,,,,,,,,,17.10.1809,17.10.1809,,"Mackensen, Ludolf von. ""Runges Farbenkugel und Goethes Farbenlehre."" Kosmos Runge - die Nachtseite der Dinge: Philipp Otto Runges Sehnsucht nach neuen Horizonten und die Gegenwart. Borchen: Möllmann, 2011 S. 240-263.",,,,,kxp.k10plus.de/DB=2.1/PPNSET?PPN=664891403
Handschrift,manuscript,Handschrift25,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-handschrift25,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe- und Schiller-Archiv,2012525-2,d-nb.info/gnd/2012525-2,ores.klassik-stiftung.de/ords/f?p=403:2:::::P2_ID:7813,GSA 28/52 Bl. 17,,Signatur,GSA2852Bl.17,1809,1809,,,,,1809,,,03.10.09,"Steffens, Henrik",118617109,Autor*in,d-nb.info/gnd/118617109,id/letter/actor/gnd_118617109/Author,author,/id/letter/GSA2852Bl.17/production,,"Goethe, Johann Wolfgang von",118540238,Adressat*in,d-nb.info/gnd/118540238,id/letter/actor/gnd_118540238/Receiver,receiver,,/id/letter/GSA2852Bl.17/activity/receiving,"Runge, Philipp Otto",118604155,Erwähnte Person,d-nb.info/gnd/118604155,id/letter/actor/gnd_118604155/Associated_person,associated_person,,,,,,,,,,,Brief an Johann Wolfgang Goethe vom 3. Oktober 1809,Halle,,,1036898,http://vocab.getty.edu/page/tgn/1036898,,,,,,,1 Blatt,Tinte auf Papier,,,,,Brief,letter,Didaktischer Teil,,,,,,,/id/subject/Malerei,/id/subject/DidaktischerTeil,Malerei,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre",1214404014,,,,,,,ist vorbereitend für,,,,,,,erwähnt in,hat Bezug zu,hat Bezug zu,,,,,,,,,,Handschrift24,Buch04a,Buch04b,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Henrik Steffens übersendet Philipp Otto Runges Aufsatz zur ""Farbenkugel"" als Manuskript. Er bittet Goethe, es nach der Lektüre an den Autor Runge zurückzusenden. Goethe erhält 1810 von Steffens die Buchfassung.",RA 5/1266,,,,,,,,,,,9. Oktober 1809,,,,,,,,,,9.10.1809,9.10.1809,,"Hansen, Jan-Erik Ebbestad. ""Om farvene i naturen: Henrik Steffens mellom Philipp Otto Runge og Goethe."" Henrik - Henrich - Heinrich: Interkulturelle perspektiver på Steffens og Wergeland. Hrsg. Benedikt Jager und Heming Gujord. Stavanger: Hertevig Akademisk Forl., 2010. S. 38-49.",,,,,kxp.k10plus.de/DB=2.1/PPNSET?PPN=640373534
Handschrift,manuscript,Handschrift24,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-handschrift24,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe- und Schiller-Archiv,2012525-2,d-nb.info/gnd/2012525-2,ores.klassik-stiftung.de/ords/f?p=403:2:::::P2_ID:7812,"GSA 26/LI,18,4 Bl. 136-137",,Signatur,"GSA26LI,18,4Bl.136-137",1809,1809,,,,,1809,,,,"Runge, Philipp Otto",118604155,Autor*in,d-nb.info/gnd/118604155,id/letter/actor/gnd_118604155/Author,author,"/id/letter/GSA26LI,18,4Bl.136-137/production",,"Goethe, Johann Wolfgang von",118540238,Adressat*in,d-nb.info/gnd/118540238,id/letter/actor/gnd_118540238/Receiver,receiver,,"/id/letter/GSA26LI,18,4Bl.136-137/activity/receiving",,,,,,,,,,,,,,,,,"Brief an Johann Wolfgang Goethe, Ende Sept./Anf. Okt. 1809",Hamburg,,,7005289,http://vocab.getty.edu/page/tgn/7005289,,"Brief an Johann Wolfgang Goethe, Ende Sept./Anf. Okt. 1809",,,,,,Tinte auf Papier,,,,,Brief,letter,Kolorit,,,,,,,/id/subject/Malerei,/id/subject/Kolorit,Malerei,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,"Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre","Zur Farbenlehre, Erster Band, Erster, didaktischer Theil. Entwurf einer Farbenlehre",1214404014,1214404014,,,,,,ist Quelle für,erwähnt in,,,,,,ist vorbereitend für,ist vorbereitend für,erwähnt in,erwähnt in,,,,,,,,,Buch04a,Buch04b,Handschrift25,Handschrift26,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Philipp Otto Runge kündigt die Übersendung seines Manuskriptes ""Farben-Kugel oder Construction des Verhältnisses aller Mischungen der Farben zu einander"" durch Henrik Steffens an. Runges und Steffens' Theorie zur Farbe stimmt mit der Goethes in weiten Teilen überein.",RA 5/1275,,,,"Brief an Philipp Otto Runge vom 18.10.1809 (WA IV, Bd. 21, S. 118-119)","Brief an Henrik Steffens vom 9.10.1809 (WA IV, Bd. 21, S. 113-114)",,,ores.klassik-stiftung.de/ords/f?p=402:2:::::P2_ID:6442,ores.klassik-stiftung.de/ords/f?p=402:2:::::P2_ID:6438,,9. Oktober 1809,,,,,,,,,,9.10.1809,9.10.1809,,"Mackensen, Ludolf von. ""Runges Farbenkugel und Goethes Farbenlehre."" Kosmos Runge - die Nachtseite der Dinge: Philipp Otto Runges Sehnsucht nach neuen Horizonten und die Gegenwart. Borchen: Möllmann, 2011 S. 240-26"," Rehm, Robin. ""'Beweglichkeit der Farbe': Goethes Foliotafel der 'Beyträge zur Optik' und die harmonischen Farbkombinationen Philipp Otto Runges von 1810."" ""Ein Unendliches in Bewegung"": Künste und Wissenschaften im medialen Wechselspiel bei Goethe. Hrsg. Barbara Naumann und Margrit Wyder. Bielefeld: Aisthesis, 2012. S. 221-244.",,,,"kxp.k10plus.de/DB=2.1/PPNSET?PPN=664891403, kxp.k10plus.de/DB=2.1/PPNSET?PPN=513892702"
Handschrift,manuscript,Handschrift23,vsr.mww-forschung.de/resources/goethedigital_farbenlehre_id-handschrift23,Klassik Stiftung Weimar,6045529-9,d-nb.info/gnd/6045529-9,Goethe- und Schiller-Archiv,2012525-2,d-nb.info/gnd/2012525-2,ores.klassik-stiftung.de/ords/f?p=403:2:::::P2_ID:7749,GSA 28/789 St. 31,,Signatur,GSA28789St.31,1809,1809,,,,,1809,,,30.06.09,"Sartorius, Georg Friedrich",100405479,Autor*in,d-nb.info/gnd/100405479,id/letter/actor/gnd_100405479/Author,author,/id/letter/GSA28789St.31/production,,"Goethe, Johann Wolfgang von",118540238,Adressat*in,d-nb.info/gnd/118540238,id/letter/actor/gnd_118540238/Receiver,receiver,,/id/letter/GSA28789St.31/activity/receiving,,,,,,,,,,,,,,,,,Brief an Johann Wolfgang Goethe vom 30.Juni 1809,Göttingen,,,7005246,http://vocab.getty.edu/page/tgn/7005246,,,,,,,Umfang unbekannt,Tinte auf Papier,,,,,Brief,letter,Werkgenese,,,,,,,,/id/subject/Werkgenese,,,,,,,,Nachlass Johann Wolfgang von Goethe,,,,,,,,,,"Zur Farbenlehre, Zweyter Band, Erster, historischer Theil. Materialien zur Geschichte der Farbenlehre",1214450431,,,,,,,hat Bezug zu,,,,,,,hat Beilage,hat Erwähnung,,,,,,,,,,,Buch19,Handschrift22,,,,,,,,,,,Forschungssammlung Goethes Farbenlehre,,,1196740259,,,"Brief zur Übersendung eines Buches von Edme Mariotte aus der Göttinger Universitätsbibliothek, mit dem Goethe sich für den Historischen Teil von ""Zur Farbenlehre"" beschäftigt; hier informiert Sartorius Goethe, dass er das Buch separat mit der Post versandt hat",RA 5/1203,"LA II, Bd. 6, S. 376 (Teil)",,,,,,,,,,"04.07.1809, 05.07.1809, 06.07.1809, 07.07.1809, 09.07.1809",,,,,,,,,,"04.07.1809, 05.07.1809, 06.07.1809, 07.07.1809, 09.07.1809","04.07.1809, 05.07.1809, 06.07.1809, 07.07.1809, 09.07.1809",,"Matthaei, Ruprecht. ""Goethes Begegnung mit französischen Gelehrten bei seinen Studien zur Farbenlehre."" Goethe et l'esprit français: Actes du colloque international de Strasbourg, 23 - 27 avril 1957. Paris: Soc. d'Éd. Les Belles Lettres, 1958. S. 105-122.",,,,,kxp.k10plus.de/DB=2.1/PPNSET?PPN=021540462
